index,Timestamp,ADF,Brand,FV Full Plato,Plato,Fermentation ID,Elapsed,tdif,adfdif
60838,2017-03-19 12:56:00,0.4142447,Kerberos,14.6819,8.6,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.4142447
61559,2017-03-20 00:57:00,0.59814465,Kerberos,14.6819,5.9,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.59814465
62359,2017-03-20 14:17:00,0.65944463,Kerberos,14.6819,5,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.65944463
82309,2017-04-03 10:47:00,0.0,Kerberos,14.6819,0,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
82579,2017-04-03 15:17:00,0.0328227431,Kerberos,14.6819,14.2,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0328227431
82904,2017-04-03 20:42:00,0.134989351,Kerberos,14.6819,12.7,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.134989351
83314,2017-04-04 03:32:00,0.2099115,Kerberos,14.6819,11.6,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.2099115
84044,2017-04-04 15:42:00,0.4142447,Kerberos,14.6819,8.6,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.4142447
84769,2017-04-05 03:47:00,0.59814465,Kerberos,14.6819,5.9,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.59814465
85569,2017-04-05 17:07:00,0.65944463,Kerberos,14.6819,5,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.65944463
101579,2017-03-27 19:56:00,0.0,Realtime Hops,0,0,FV342016112860676,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
102166,2017-03-28 05:43:00,0.059941683,Realtime Hops,13.5098,12.7,FV342016112860676,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.059941683
102872,2017-03-28 17:29:00,0.244992539,Realtime Hops,13.5098,10.2,FV342016112860676,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.244992539
103243,2017-03-28 23:40:00,0.363425046,Realtime Hops,13.5098,8.6,FV342016112860676,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.363425046
104085,2017-03-29 13:42:00,0.615094244,Realtime Hops,13.5098,5.2,FV342016112860676,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.615094244
104705,2017-03-30 00:02:00,0.726124763,Realtime Hops,13.5098,3.7,FV342016112860676,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.726124763
128541,2017-03-26 13:17:00,0.0,Red Wonder,0,0,Fermentor 35201732622561,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
130758,2017-03-28 02:14:00,0.409012228,Red Wonder,15.39795,9.1,Fermentor 35201732670860,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.409012228
131668,2017-03-28 17:24:00,0.668787062,Red Wonder,15.39795,5.1,Fermentor 35201732670860,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.668787062
132039,2017-03-28 23:35:00,0.746719539,Red Wonder,15.39795,3.9,Fermentor 35201732670860,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.746719539
144005,2017-03-17 07:00:00,0.0,Realtime Hops,13.50412,0,Fermentor 36201731679561,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
144307,2017-03-17 12:02:00,0.08176173,Realtime Hops,13.50412,12.4,Fermentor 36201731679561,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.08176173
144788,2017-03-17 20:03:00,0.14840804,Realtime Hops,13.50412,11.5,Fermentor 36201731679561,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.14840804
145037,2017-03-18 00:12:00,0.215054333,Realtime Hops,13.50412,10.6,Fermentor 36201731679561,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.215054333
145772,2017-03-18 12:27:00,0.444613934,Realtime Hops,13.50412,7.5,Fermentor 36201731679561,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.444613934
146508,2017-03-19 00:43:00,0.6593632,Realtime Hops,13.50412,4.6,Fermentor 36201731679561,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6593632
164022,2017-03-31 04:37:00,0.0,Grey Horse,17.06881,0,Fermentor 36201733077771,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
164697,2017-03-31 15:52:00,0.156355947,Grey Horse,17.06881,14.4,Fermentor 36201733077771,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.156355947
165687,2017-04-01 08:22:00,0.0,Realtime Hops,13.50412,0,Fermentor 362017414861,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
167512,2017-04-02 14:47:00,0.08176173,Realtime Hops,13.50412,12.4,Fermentor 362017423070,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.08176173
167997,2017-04-02 22:52:00,0.14840804,Realtime Hops,13.50412,11.5,Fermentor 362017423070,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.14840804
168242,2017-04-03 02:57:00,0.215054333,Realtime Hops,13.50412,10.6,Fermentor 362017423070,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.215054333
168982,2017-04-03 15:17:00,0.444613934,Realtime Hops,13.50412,7.5,Fermentor 362017423070,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.444613934
169717,2017-04-04 03:32:00,0.6593632,Realtime Hops,13.50412,4.6,Fermentor 362017423070,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6593632
176103,2017-04-08 13:57:00,0.0,Realtime Hops,13.51553,0,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
176724,2017-04-09 00:18:00,0.104733542,Realtime Hops,13.51553,12.1,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.104733542
176876,2017-04-09 02:50:00,0.141728014,Realtime Hops,13.51553,11.6,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.141728014
177048,2017-04-09 05:42:00,0.186121419,Realtime Hops,13.51553,11,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.186121419
177718,2017-04-09 16:52:00,0.378492743,Realtime Hops,13.51553,8.4,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.378492743
178324,2017-04-10 02:58:00,0.5782629,Realtime Hops,13.51553,5.7,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5782629
179033,2017-04-10 14:47:00,0.71884197,Realtime Hops,13.51553,3.8,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.71884197
191378,2017-04-19 04:32:00,0.0,Realtime Hops,13.51553,0,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
191998,2017-04-19 14:52:00,0.104733542,Realtime Hops,13.51553,12.1,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.104733542
192148,2017-04-19 17:22:00,0.141728014,Realtime Hops,13.51553,11.6,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.141728014
192328,2017-04-19 20:22:00,0.186121419,Realtime Hops,13.51553,11,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.186121419
192993,2017-04-20 07:27:00,0.378492743,Realtime Hops,13.51553,8.4,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.378492743
193903,2017-04-20 22:37:00,0.5782629,Realtime Hops,13.51553,5.7,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5782629
194308,2017-04-21 05:22:00,0.71884197,Realtime Hops,13.51553,3.8,Fermentor 3120174824961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.71884197
241585,2017-04-14 01:17:00,0.0,Kerberos,14.6819,0,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
241855,2017-04-14 05:47:00,0.0328227431,Kerberos,14.6819,14.2,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0328227431
242185,2017-04-14 11:17:00,0.134989351,Kerberos,14.6819,12.7,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.134989351
242595,2017-04-14 18:07:00,0.2099115,Kerberos,14.6819,11.6,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.2099115
243325,2017-04-15 06:17:00,0.4142447,Kerberos,14.6819,8.6,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.4142447
244045,2017-04-15 18:17:00,0.59814465,Kerberos,14.6819,5.9,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.59814465
244850,2017-04-16 07:42:00,0.65944463,Kerberos,14.6819,5,Fermentor 3320173183371,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.65944463
284066,2017-04-23 13:17:00,0.0,Realtime Hops,0,0,Fermentor 34201742322561,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
284651,2017-04-23 23:02:00,0.059941683,Realtime Hops,13.5098,12.7,Fermentor 34201742322561,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.059941683
285356,2017-04-24 10:47:00,0.244992539,Realtime Hops,13.5098,10.2,Fermentor 34201742322561,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.244992539
285731,2017-04-24 17:02:00,0.363425046,Realtime Hops,13.5098,8.6,Fermentor 34201742322561,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.363425046
295757,2017-04-11 16:07:00,0.0,Red Wonder,0,0,Fermentor 35201741132801,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
313247,2017-04-23 19:37:00,0.409012228,Red Wonder,15.39795,9.1,Fermentor 35201742246864,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.409012228
314157,2017-04-24 10:47:00,0.668787062,Red Wonder,15.39795,5.1,Fermentor 35201742246864,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.668787062
314527,2017-04-24 16:57:00,0.746719539,Red Wonder,15.39795,3.9,Fermentor 35201742246864,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.746719539
326378,2017-04-12 22:27:00,0.0,Realtime Hops,13.50412,0,Fermentor 362017423070,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
326793,2017-04-13 05:22:00,0.08176173,Realtime Hops,13.50412,12.4,Fermentor 362017423070,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.08176173
327279,2017-04-13 13:28:00,0.14840804,Realtime Hops,13.50412,11.5,Fermentor 362017423070,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.14840804
327523,2017-04-13 17:32:00,0.215054333,Realtime Hops,13.50412,10.6,Fermentor 362017423070,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.215054333
328263,2017-04-14 05:52:00,0.444613934,Realtime Hops,13.50412,7.5,Fermentor 362017423070,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.444613934
328993,2017-04-14 18:02:00,0.6593632,Realtime Hops,13.50412,4.6,Fermentor 362017423070,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6593632
344263,2017-04-25 08:32:00,0.0,Realtime Hops,13.50412,0,Fermentor 3620174255465,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
345553,2017-04-26 06:02:00,0.08176173,Realtime Hops,13.50412,12.4,Fermentor 36201742557961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.08176173
354144,2017-05-02 05:12:00,0.0,Realtime Hops,13.51553,0,Fermentor 3120175179865,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
354764,2017-05-02 15:32:00,0.104733542,Realtime Hops,13.51553,12.1,Fermentor 3120175179865,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.104733542
354914,2017-05-02 18:02:00,0.141728014,Realtime Hops,13.51553,11.6,Fermentor 3120175179865,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.141728014
355089,2017-05-02 20:57:00,0.186121419,Realtime Hops,13.51553,11,Fermentor 3120175179865,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.186121419
355759,2017-05-03 08:07:00,0.378492743,Realtime Hops,13.51553,8.4,Fermentor 3120175179865,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.378492743
356364,2017-05-03 18:12:00,0.5782629,Realtime Hops,13.51553,5.7,Fermentor 3120175179865,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5782629
357074,2017-05-04 06:02:00,0.71884197,Realtime Hops,13.51553,3.8,Fermentor 3120175179865,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.71884197
391125,2017-05-07 21:32:00,0.0,Alistair,10.81004,0,Fermentor 3220175752262,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
391625,2017-05-08 05:52:00,0.111936688,Alistair,10.81004,9.6,Fermentor 3220175752262,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.111936688
392150,2017-05-08 14:37:00,0.25069657,Alistair,10.81004,8.1,Fermentor 3220175752262,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.25069657
392360,2017-05-08 18:07:00,0.333952546,Alistair,10.81004,7.2,Fermentor 3220175752262,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.333952546
392995,2017-05-09 04:42:00,0.592970967,Alistair,10.81004,4.4,Fermentor 3220175752262,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.592970967
393845,2017-05-09 18:52:00,0.7687335,Alistair,10.81004,2.5,Fermentor 3220175752262,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.7687335
404356,2017-04-27 02:02:00,0.0,Kerberos,14.6819,0,Fermentor 33201742668461,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
404626,2017-04-27 06:32:00,0.0328227431,Kerberos,14.6819,14.2,Fermentor 33201742668461,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0328227431
404951,2017-04-27 11:57:00,0.134989351,Kerberos,14.6819,12.7,Fermentor 33201742668461,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.134989351
405361,2017-04-27 18:47:00,0.2099115,Kerberos,14.6819,11.6,Fermentor 33201742668461,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.2099115
406091,2017-04-28 06:57:00,0.4142447,Kerberos,14.6819,8.6,Fermentor 33201742668461,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.4142447
406816,2017-04-28 19:02:00,0.59814465,Kerberos,14.6819,5.9,Fermentor 33201742668461,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.59814465
407616,2017-04-29 08:22:00,0.65944463,Kerberos,14.6819,5,Fermentor 33201742668461,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.65944463
425956,2017-05-12 02:02:00,0.0,Kerberos,14.6819,0,Fermentor 33201751168462,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
426226,2017-05-12 06:32:00,0.0328227431,Kerberos,14.6819,14.2,Fermentor 33201751168462,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0328227431
426556,2017-05-12 12:02:00,0.134989351,Kerberos,14.6819,12.7,Fermentor 33201751168462,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.134989351
426961,2017-05-12 18:47:00,0.2099115,Kerberos,14.6819,11.6,Fermentor 33201751168462,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.2099115
427691,2017-05-13 06:57:00,0.4142447,Kerberos,14.6819,8.6,Fermentor 33201751168462,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.4142447
428416,2017-05-13 19:02:00,0.59814465,Kerberos,14.6819,5.9,Fermentor 33201751168462,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.59814465
429216,2017-05-14 08:22:00,0.65944463,Kerberos,14.6819,5,Fermentor 33201751168462,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.65944463
446831,2017-05-06 13:56:00,0.0,Realtime Hops,0,0,Fermentor 3420175624960,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
447417,2017-05-06 23:42:00,0.059941683,Realtime Hops,13.5098,12.7,Fermentor 3420175624960,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.059941683
448122,2017-05-07 11:27:00,0.244992539,Realtime Hops,13.5098,10.2,Fermentor 3420175624960,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.244992539
448497,2017-05-07 17:42:00,0.363425046,Realtime Hops,13.5098,8.6,Fermentor 3420175624960,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.363425046
449337,2017-05-08 07:42:00,0.615094244,Realtime Hops,13.5098,5.2,Fermentor 3420175624960,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.615094244
449957,2017-05-08 18:02:00,0.726124763,Realtime Hops,13.5098,3.7,Fermentor 3420175624960,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.726124763
473798,2017-05-05 07:22:00,0.0,Red Wonder,0,0,Fermentor 352017551261,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
476013,2017-05-06 20:17:00,0.409012228,Red Wonder,15.39795,9.1,Fermentor 3520175549261,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.409012228
476923,2017-05-07 11:27:00,0.668787062,Red Wonder,15.39795,5.1,Fermentor 3520175549261,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.668787062
477293,2017-05-07 17:37:00,0.746719539,Red Wonder,15.39795,3.9,Fermentor 3520175549261,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.746719539
489617,2017-04-26 07:00:00,0.08176173,Realtime Hops,13.50412,12.4,Fermentor 36201742557961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.08176173
490044,2017-04-26 14:07:00,0.14840804,Realtime Hops,13.50412,11.5,Fermentor 36201742557961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.14840804
490289,2017-04-26 18:12:00,0.215054333,Realtime Hops,13.50412,10.6,Fermentor 36201742557961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.215054333
491029,2017-04-27 06:32:00,0.444613934,Realtime Hops,13.50412,7.5,Fermentor 36201742557961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.444613934
491759,2017-04-27 18:42:00,0.6593632,Realtime Hops,13.50412,4.6,Fermentor 36201742557961,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6593632
509279,2017-05-09 22:42:00,0.0,Grey Horse,17.06881,0,Fermentor 3620175956462,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
509954,2017-05-10 09:57:00,0.156355947,Grey Horse,17.06881,14.4,Fermentor 3620175956462,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.156355947
510744,2017-05-10 23:07:00,0.0,Realtime Hops,13.50412,0,Fermentor 36201751057962,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
511164,2017-05-11 06:07:00,0.08176173,Realtime Hops,13.50412,12.4,Fermentor 36201751057962,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.08176173
511644,2017-05-11 14:07:00,0.14840804,Realtime Hops,13.50412,11.5,Fermentor 36201751057962,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.14840804
511889,2017-05-11 18:12:00,0.215054333,Realtime Hops,13.50412,10.6,Fermentor 36201751057962,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.215054333
512629,2017-05-12 06:32:00,0.444613934,Realtime Hops,13.50412,7.5,Fermentor 36201751057962,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.444613934
513364,2017-05-12 18:47:00,0.6593632,Realtime Hops,13.50412,4.6,Fermentor 36201751057962,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6593632
519750,2017-05-17 05:12:00,0.0,Realtime Hops,13.51553,0,Fermentor 31201751679861,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
520370,2017-05-17 15:32:00,0.104733542,Realtime Hops,13.51553,12.1,Fermentor 31201751679861,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.104733542
520520,2017-05-17 18:02:00,0.141728014,Realtime Hops,13.51553,11.6,Fermentor 31201751679861,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.141728014
520700,2017-05-17 21:02:00,0.186121419,Realtime Hops,13.51553,11,Fermentor 31201751679861,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.186121419
521365,2017-05-18 08:07:00,0.378492743,Realtime Hops,13.51553,8.4,Fermentor 31201751679861,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.378492743
521974,2017-05-18 18:16:00,0.5782629,Realtime Hops,13.51553,5.7,Fermentor 31201751679861,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5782629
522684,2017-05-19 06:06:00,0.71884197,Realtime Hops,13.51553,3.8,Fermentor 31201751679861,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.71884197
538294,2017-05-30 02:16:00,0.0,Realtime Hops,13.50309,0,Fermentor 31201752969360,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
538510,2017-05-30 05:52:00,0.04466313,Realtime Hops,13.50309,12.9,Fermentor 31201752969360,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.04466313
538669,2017-05-30 08:31:00,0.06688021,Realtime Hops,13.50309,12.6,Fermentor 31201752969360,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.06688021
538974,2017-05-30 13:36:00,0.111314513,Realtime Hops,13.50309,12,Fermentor 31201752969360,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.111314513
539225,2017-05-30 17:47:00,0.163154483,Realtime Hops,13.50309,11.3,Fermentor 31201752969360,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.163154483
540259,2017-05-31 11:01:00,0.489005834,Realtime Hops,13.50309,6.9,Fermentor 31201752969360,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.489005834
540700,2017-05-31 18:22:00,0.637120068,Realtime Hops,13.50309,4.9,Fermentor 31201752969360,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.637120068
541445,2017-06-01 06:47:00,0.7333944,Realtime Hops,13.50309,3.6,Fermentor 31201752969360,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.7333944
556731,2017-05-22 21:32:00,0.0,Alistair,10.81004,0,Fermentor 32201752252261,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
557231,2017-05-23 05:52:00,0.111936688,Alistair,10.81004,9.6,Fermentor 32201752252261,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.111936688
557755,2017-05-23 14:36:00,0.25069657,Alistair,10.81004,8.1,Fermentor 32201752252261,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.25069657
557965,2017-05-23 18:06:00,0.333952546,Alistair,10.81004,7.2,Fermentor 32201752252261,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.333952546
558601,2017-05-24 04:42:00,0.592970967,Alistair,10.81004,4.4,Fermentor 32201752252261,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.592970967
559451,2017-05-24 18:52:00,0.7687335,Alistair,10.81004,2.5,Fermentor 32201752252261,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.7687335
572751,2017-06-03 00:32:00,0.0,Kennedy,16.49203,0,Fermentor 3220176263063,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
573216,2017-06-03 08:17:00,0.114723831,Kennedy,16.49203,14.6,Fermentor 3220176263063,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.114723831
573881,2017-06-03 19:22:00,0.290566385,Kennedy,16.49203,11.7,Fermentor 3220176263063,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.290566385
574686,2017-06-04 08:47:00,0.5573619,Kennedy,16.49203,7.3,Fermentor 3220176263063,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5573619
591122,2017-05-26 18:42:00,0.0,Kennedy,0,0,Fermentor 33201752642061,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
591881,2017-05-27 07:21:00,0.176556081,Kennedy,16.516,13.6,Fermentor 33201752642061,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.176556081
592546,2017-05-27 18:26:00,0.382417083,Kennedy,16.516,10.2,Fermentor 33201752642061,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.382417083
612443,2017-05-21 14:02:00,0.0,Realtime Hops,0,0,Fermentor 34201752125261,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0
613023,2017-05-21 23:42:00,0.059941683,Realtime Hops,13.5098,12.7,Fermentor 34201752125261,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.059941683
