,index,Timestamp,ADF,Brand,FV Full Plato,Plato,Fermentation ID
111,32852,2017-10-31 10:20:00+00:00,0.7045428,Adele,11.507589999999999,3.4,Fermentor 312017102917763
112,35213,2017-11-16 19:50:00+00:00,0.0,Realtime Hops,13.5155277,0.0,Fermentor 312017111642360
113,39296,2017-12-15 04:20:00+00:00,0.104733415,Realtime Hops,13.5155277,12.1,Fermentor 312017121435761
114,39311,2017-12-15 06:50:00+00:00,0.1417279,Realtime Hops,13.5155277,11.6,Fermentor 312017121435761
115,39329,2017-12-15 09:50:00+00:00,0.186121315,Realtime Hops,13.5155277,11.0,Fermentor 312017121435761
116,39396,2017-12-15 21:00:00+00:00,0.37849265299999996,Realtime Hops,13.5155277,8.4,Fermentor 312017121435761
117,39457,2017-12-16 07:10:00+00:00,0.578262866,Realtime Hops,13.5155277,5.7,Fermentor 312017121435761
118,39527,2017-12-16 18:50:00+00:00,0.7188419,Realtime Hops,13.5155277,3.8,Fermentor 312017121435761
119,41088,2017-12-27 15:00:00+00:00,0.0,Realtime Hops,13.5030861,0.0,Fermentor 312017122724961
120,41110,2017-12-27 18:40:00+00:00,0.044662863,Realtime Hops,13.5030861,12.9,Fermentor 312017122724961
121,41126,2017-12-27 21:20:00+00:00,0.06687995,Realtime Hops,13.5030861,12.6,Fermentor 312017122724961
122,41156,2017-12-28 02:20:00+00:00,0.111314267,Realtime Hops,13.5030861,12.0,Fermentor 312017122724961
123,41181,2017-12-28 06:30:00+00:00,0.163154244,Realtime Hops,13.5030861,11.3,Fermentor 312017122724961
124,41285,2017-12-28 23:50:00+00:00,0.489005685,Realtime Hops,13.5030861,6.9,Fermentor 312017122724961
125,41329,2017-12-29 07:10:00+00:00,0.63712,Realtime Hops,13.5030861,4.9,Fermentor 312017122724961
126,42966,2018-01-09 16:00:00+00:00,0.0,Grey Horse,16.751882600000002,0.0,Fermentor 3120181928263
127,43032,2018-01-10 03:00:00+00:00,0.146364585,Grey Horse,16.751882600000002,14.3,Fermentor 3120181928263
128,43073,2018-01-10 09:50:00+00:00,0.2538152,Grey Horse,16.751882600000002,12.5,Fermentor 3120181928263
129,43138,2018-01-10 20:40:00+00:00,0.45677745299999994,Grey Horse,16.751882600000002,9.1,Fermentor 3120181928263
130,44911,2017-03-29 04:00:00+00:00,0.0,Alistair,10.810039999999999,0.0,FV322016113055113
131,44959,2017-03-29 12:00:00+00:00,0.111936688,Alistair,10.810039999999999,9.6,FV322016113055113
132,45011,2017-03-29 20:40:00+00:00,0.25069657,Alistair,10.810039999999999,8.1,FV322016113055113
133,45032,2017-03-30 00:10:00+00:00,0.333952546,Alistair,10.810039999999999,7.2,FV322016113055113
134,45095,2017-03-30 10:40:00+00:00,0.5929709670000001,Alistair,10.810039999999999,4.4,FV322016113055113
135,45180,2017-03-31 00:50:00+00:00,0.7687335,Alistair,10.810039999999999,2.5,FV322016113055113
136,50633,2017-05-07 21:40:00+00:00,0.0,Alistair,10.810039999999999,0.0,Fermentor 3220175752262
137,50683,2017-05-08 06:00:00+00:00,0.111936688,Alistair,10.810039999999999,9.6,Fermentor 3220175752262
138,50735,2017-05-08 14:40:00+00:00,0.25069657,Alistair,10.810039999999999,8.1,Fermentor 3220175752262
139,50756,2017-05-08 18:10:00+00:00,0.333952546,Alistair,10.810039999999999,7.2,Fermentor 3220175752262
140,50820,2017-05-09 04:50:00+00:00,0.5929709670000001,Alistair,10.810039999999999,4.4,Fermentor 3220175752262
141,50905,2017-05-09 19:00:00+00:00,0.7687335,Alistair,10.810039999999999,2.5,Fermentor 3220175752262
142,52793,2017-05-22 21:40:00+00:00,0.0,Alistair,10.810039999999999,0.0,Fermentor 32201752252261
143,52843,2017-05-23 06:00:00+00:00,0.111936688,Alistair,10.810039999999999,9.6,Fermentor 32201752252261
144,52895,2017-05-23 14:40:00+00:00,0.25069657,Alistair,10.810039999999999,8.1,Fermentor 32201752252261
145,52916,2017-05-23 18:10:00+00:00,0.333952546,Alistair,10.810039999999999,7.2,Fermentor 32201752252261
146,52980,2017-05-24 04:50:00+00:00,0.5929709670000001,Alistair,10.810039999999999,4.4,Fermentor 32201752252261
147,53065,2017-05-24 19:00:00+00:00,0.7687335,Alistair,10.810039999999999,2.5,Fermentor 32201752252261
148,54395,2017-06-03 00:40:00+00:00,0.0,Kennedy,16.49203,0.0,Fermentor 3220176263063
149,54441,2017-06-03 08:20:00+00:00,0.114723831,Kennedy,16.49203,14.6,Fermentor 3220176263063
150,54508,2017-06-03 19:30:00+00:00,0.290566385,Kennedy,16.49203,11.7,Fermentor 3220176263063
151,54588,2017-06-04 08:50:00+00:00,0.5573619000000001,Kennedy,16.49203,7.3,Fermentor 3220176263063
152,57837,2017-06-26 22:20:00+00:00,0.0,Alistair,10.810039999999999,0.0,Fermentor 32201762654972
153,57887,2017-06-27 06:40:00+00:00,0.111936688,Alistair,10.810039999999999,9.6,Fermentor 32201762654972
154,57940,2017-06-27 15:30:00+00:00,0.25069657,Alistair,10.810039999999999,8.1,Fermentor 32201762654972
155,57961,2017-06-27 19:00:00+00:00,0.333952546,Alistair,10.810039999999999,7.2,Fermentor 32201762654972
156,58024,2017-06-28 05:30:00+00:00,0.5929709670000001,Alistair,10.810039999999999,4.4,Fermentor 32201762654972
157,58109,2017-06-28 19:40:00+00:00,0.7687335,Alistair,10.810039999999999,2.5,Fermentor 32201762654972
158,59439,2017-07-08 01:20:00+00:00,0.0,Kennedy,16.49203,0.0,Fermentor 3220177765768
159,59486,2017-07-08 09:10:00+00:00,0.114723831,Kennedy,16.49203,14.6,Fermentor 3220177765768
160,59552,2017-07-08 20:10:00+00:00,0.290566385,Kennedy,16.49203,11.7,Fermentor 3220177765768
161,59633,2017-07-09 09:40:00+00:00,0.5573619000000001,Kennedy,16.49203,7.3,Fermentor 3220177765768
